"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Liu Z.-B.; Liu Y.-S.; Zhao L.; Li M.-Y.; Liu C.-H.; Zhang C.-X.; Li H.-L.","Liu, Zi-Bo (57215716466); Liu, Yan-Song (57826334200); Zhao, Long (56386381700); Li, Man-Yu (57375930400); Liu, Chun-Hui (57375931700); Zhang, Chun-Xia (59283133100); Li, Hong-Ling (22235207300)","57215716466; 57826334200; 56386381700; 57375930400; 57375931700; 59283133100; 22235207300","Short-term efficacy of music therapy combined with α binaural beat therapy in disorders of consciousness","2022","Frontiers in Psychology","13","","947861","","","","5","10.3389/fpsyg.2022.947861","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138426523&doi=10.3389%2ffpsyg.2022.947861&partnerID=40&md5=1bfbb8ec759a1be5aac7c3b0a6853943","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85138426523"
"Canbeyli R.","Canbeyli, Resit (6602860509)","6602860509","Sensory stimulation via the visual, auditory, olfactory and gustatory systems can modulate mood and depression","2022","European Journal of Neuroscience","55","1","","244","263","19","12","10.1111/ejn.15507","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121357932&doi=10.1111%2fejn.15507&partnerID=40&md5=78441fdf5e0978797bdfda4ed178f5f2","Article","Final","","Scopus","2-s2.0-85121357932"
"Piorecky M.; Koudelka V.; Piorecka V.; Strobl J.; Dudysova D.; Koprivova J.","Piorecky, Marek (57194707068); Koudelka, Vlastimil (57202452689); Piorecka, Vaclava (57194700783); Strobl, Jan (58434388400); Dudysova, Daniela (57193259794); Koprivova, Jana (22635171100)","57194707068; 57202452689; 57194700783; 58434388400; 57193259794; 22635171100","Real-time excitation of slow oscillations during deep sleep using acoustic stimulation","2021","Sensors","21","15","5169","","","","6","10.3390/s21155169","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111434868&doi=10.3390%2fs21155169&partnerID=40&md5=7dc7aca95fa02b4dc486d9fadba37429","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85111434868"
"Rankhambe D.; Ainapure B.","Rankhambe, Devika (57479297900); Ainapure, Bharati (55575963200)","57479297900; 55575963200","EFFECT OF BINAURAL BEATS MUSIC THERAPY ON ANXIETY VIA EEG USING ANN & MACHINE LEARNING - A SURVEY","2022","Journal of Theoretical and Applied Information Technology","100","3","","630","647","17","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125834384&partnerID=40&md5=148ac3476a9989138533b36bd9dc3afe","Article","Final","","Scopus","2-s2.0-85125834384"
"Yao F.; Zhou B.; Zhuang Y.; Wang X.","Yao, Fangshu (57207759356); Zhou, Bin (56763164400); Zhuang, Yiyun (57452450100); Wang, Xiaochun (56807288100)","57207759356; 56763164400; 57452450100; 56807288100","Immediate Temporal Information Modulates the Target Identification in the Attentional Blink","2022","Brain Sciences","12","2","278","","","","1","10.3390/brainsci12020278","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125111216&doi=10.3390%2fbrainsci12020278&partnerID=40&md5=62d35f3f310f381f4b8355eaf1f6130a","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85125111216"
"da Silva V.F.; Silva D.A.S.; Martins P.C.; Calomeni M.R.; de Aquino Freire I.; Militão A.G.; Borges C.J.; de Barros Vilela Junior G.; de Moraes M.A.; Silva A.J.R.M.; de Almeida Marinho D.; Ribeiro D.E.C.; Ribeiro E.C.; Valentim-Silva J.R.","da Silva, Vernon Furtado (21833363100); Silva, Diego Augusto Santos (36985158000); Martins, Priscila Custódio (57192165390); Calomeni, Mauricio Rocha (55986602500); de Aquino Freire, Ivete (57768576300); Militão, Angeliete Garcês (57200181431); Borges, Célio José (57195973361); de Barros Vilela Junior, Guanis (57552883000); de Moraes, Mario Antônio (57767117300); Silva, Antônio José Rocha Martins (13410238400); de Almeida Marinho, Daniel (57768829600); Ribeiro, Domingos Edno Castro (57767849600); Ribeiro, Edinilson Castro (57767608700); Valentim-Silva, João Rafael (57191247699)","21833363100; 36985158000; 57192165390; 55986602500; 57768576300; 57200181431; 57195973361; 57552883000; 57767117300; 13410238400; 57768829600; 57767849600; 57767608700; 57191247699","Effect of physical exercise and noninvasive brain stimulation on cognition and dementia of elderly people with frailty: A randomized study","2022","International Journal of Imaging Systems and Technology","32","6","","1941","1952","11","1","10.1002/ima.22765","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133008173&doi=10.1002%2fima.22765&partnerID=40&md5=8991cd0517c9a6a50053d4e37c53887a","Article","Final","","Scopus","2-s2.0-85133008173"
"Clinard C.G.; Piker E.G.; Romero D.J.","Clinard, Christopher G. (35222952800); Piker, Erin G. (24759697600); Romero, Daniel J. (57209232775)","35222952800; 24759697600; 57209232775","Inter-trial coherence as a measure of synchrony in cervical vestibular evoked myogenic potentials","2022","Journal of Neuroscience Methods","377","","109628","","","","0","10.1016/j.jneumeth.2022.109628","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131084894&doi=10.1016%2fj.jneumeth.2022.109628&partnerID=40&md5=a4bbba21d824a79c99d9bc9f17e77277","Article","Final","","Scopus","2-s2.0-85131084894"
"Kvašňák E.; Magyarová E.; Domankuš M.; Tesař M.; Kymplová J.; Fetissov V.; Abubaker M.; Al Qasem W.","Kvašňák, Eugen (6507711164); Magyarová, Eva (57946032500); Domankuš, Miroslav (58075970700); Tesař, Michael (58389332900); Kymplová, Jaroslava (6505938110); Fetissov, Vitaly (57221600203); Abubaker, Mohammed (57329801000); Al Qasem, Wiam (57056407800)","6507711164; 57946032500; 58075970700; 58389332900; 6505938110; 57221600203; 57329801000; 57056407800","10 Minutes Frontal 40 Hz tACS—Effects on Working Memory Tested by Luck-Vogel Task","2023","Behavioral Sciences","13","1","39","","","","6","10.3390/bs13010039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146766213&doi=10.3390%2fbs13010039&partnerID=40&md5=14377d13d2ec87d9807061bd4cdb023c","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85146766213"
"Cariani P.; Baker J.M.","Cariani, Peter (6701613269); Baker, Janet M. (7404128412)","6701613269; 7404128412","Time Is of the Essence: Neural Codes, Synchronies, Oscillations, Architectures","2022","Frontiers in Computational Neuroscience","16","","898829","","","","7","10.3389/fncom.2022.898829","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134067671&doi=10.3389%2ffncom.2022.898829&partnerID=40&md5=381782c8e90d7921648aa62036cd76fe","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85134067671"
"Lahdelma I.; Eerola T.; Armitage J.","Lahdelma, Imre (57031848000); Eerola, Tuomas (6602209042); Armitage, James (57214219400)","57031848000; 6602209042; 57214219400","Is Harmonicity a Misnomer for Cultural Familiarity in Consonance Preferences?","2022","Frontiers in Psychology","13","","802385","","","","5","10.3389/fpsyg.2022.802385","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124583516&doi=10.3389%2ffpsyg.2022.802385&partnerID=40&md5=de63a0686d5d483e445c38d1106ca23d","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85124583516"
"Dorokhov V.B.; Tkachenko O.N.; Sakharov D.S.; Arsenyev G.N.; Taranov A.O.","Dorokhov, V.B. (57194079123); Tkachenko, O.N. (57212920288); Sakharov, D.S. (7006543590); Arsenyev, G.N. (56044714000); Taranov, A.O. (57192940310)","57194079123; 57212920288; 7006543590; 56044714000; 57192940310","Effects of Exposure to Weak Ultra Low Frequency Electromagnetic Fields on the Structure of Daytime Sleep","2021","Neuroscience and Behavioral Physiology","51","9","","1211","1215","4","1","10.1007/s11055-021-01181-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122155567&doi=10.1007%2fs11055-021-01181-4&partnerID=40&md5=8c329e0fd5d0b5fee3c1878f2763d572","Article","Final","","Scopus","2-s2.0-85122155567"
"Fan L.; Kong L.; Li L.; Qu T.","Fan, Langchen (57207358251); Kong, Lingzhi (55670041600); Li, Liang (55699898100); Qu, Tianshu (8956805100)","57207358251; 55670041600; 55699898100; 8956805100","Sensitivity to a Break in Interaural Correlation in Frequency-Gliding Noises","2021","Frontiers in Psychology","12","","692785","","","","1","10.3389/fpsyg.2021.692785","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109014193&doi=10.3389%2ffpsyg.2021.692785&partnerID=40&md5=225cb406a6f41a23d1bb7837a87f82cc","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85109014193"
"Dorokhov V.B.; Puchkova A.N.","Dorokhov, V.B. (57194079123); Puchkova, A.N. (56664344100)","57194079123; 56664344100","Neurotechnologies for the Nonpharmacological Treatment of Sleep Disorders","2022","Neuroscience and Behavioral Physiology","52","7","","1030","1044","14","0","10.1007/s11055-022-01331-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144592380&doi=10.1007%2fs11055-022-01331-2&partnerID=40&md5=7be7d9bfabede96034e1be6ce5cd8a8b","Article","Final","","Scopus","2-s2.0-85144592380"
"Abadin A.F.M.Z.; Imtiaz A.; Ahmed M.M.; Dutta M.","Abadin, A. F. M. Zainul (57409955500); Imtiaz, Ahmed (57410543700); Ahmed, Md. Manik (57410982500); Dutta, Mithun (57205359794)","57409955500; 57410543700; 57410982500; 57205359794","A Brief Study of Binaural Beat: A Means of Brain-Computer Interfacing","2021","Advances in Human-Computer Interaction","2021","","6814208","","","","2","10.1155/2021/6814208","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122721594&doi=10.1155%2f2021%2f6814208&partnerID=40&md5=a3746349c245b5b00d37bd9300ffaedf","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85122721594"
"DiNuzzo M.; Mangia S.; Giove F.","DiNuzzo, Mauro (35109148000); Mangia, Silvia (13104118000); Giove, Federico (6603200123)","35109148000; 13104118000; 6603200123","Manipulations of sleep-like slow-wave activity by noninvasive brain stimulation","2022","Journal of Neuroscience Research","100","5","","1218","1225","7","3","10.1002/jnr.25029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124895613&doi=10.1002%2fjnr.25029&partnerID=40&md5=cbd258faf425fea3ce83e12e1f0bd653","Review","Final","","Scopus","2-s2.0-85124895613"
"Costa T.D.D.C.; Godeiro Júnior C.; Silva R.A.E.; dos Santos S.F.; Machado D.G.D.S.; Andrade S.M.","Costa, Thaísa Dias de Carvalho (57556330100); Godeiro Júnior, Clécio (15829721800); Silva, Rodrigo Alencar e (56369626300); dos Santos, Silmara Freitas (57224163206); Machado, Daniel Gomes da Silva (57190246565); Andrade, Suellen Marinho (37115211500)","57556330100; 15829721800; 56369626300; 57224163206; 57190246565; 37115211500","The Effects of Non-Invasive Brain Stimulation on Quantitative EEG in Patients With Parkinson's Disease: A Systematic Scoping Review","2022","Frontiers in Neurology","13","","758452","","","","3","10.3389/fneur.2022.758452","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127306325&doi=10.3389%2ffneur.2022.758452&partnerID=40&md5=df204a1eb003557a31f97096c294d522","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85127306325"
"Fry A.; Braren S.; Pitaro N.; Larson B.; Putrino D.","Fry, Adam (57200558216); Braren, Stephen (49960944600); Pitaro, Nicholas (57274557200); Larson, Brandon (57274856400); Putrino, David (8061591200)","57200558216; 49960944600; 57274557200; 57274856400; 8061591200","Music Augmented With Isochronic Auditory Beats or Vibrotactile Stimulation Does Not Affect Subsequent Ergometer Cycling Performance: A Pilot Study","2021","Frontiers in Human Neuroscience","15","","713193","","","","0","10.3389/fnhum.2021.713193","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115860917&doi=10.3389%2ffnhum.2021.713193&partnerID=40&md5=9be5a7d20fa7824fcdb8efe07402ca00","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85115860917"
"Otero M.; Lea-Carnall C.; Prado P.; Escobar M.-J.; El-Deredy W.","Otero, Monica (57205191839); Lea-Carnall, Caroline (57151401000); Prado, Pavel (11240325600); Escobar, Maria-Jose (24437696600); El-Deredy, Wael (6603616278)","57205191839; 57151401000; 11240325600; 24437696600; 6603616278","Modelling neural entrainment and its persistence: influence of frequency of stimulation and phase at the stimulus offset","2022","Biomedical Physics and Engineering Express","8","4","045014","","","","8","10.1088/2057-1976/ac605a","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133144208&doi=10.1088%2f2057-1976%2fac605a&partnerID=40&md5=b42989ef0d76d8ea59e90ff51265d033","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85133144208"
"Saadoun A.; Schein A.; Péan V.; Legrand P.; Glélé L.S.A.; Grayeli A.B.","Saadoun, Alexis (57217359651); Schein, Antoine (57214865196); Péan, Vincent (7801672225); Legrand, Pierrick (57211720315); Glélé, Ludwig Serge Aho (57205135543); Grayeli, Alexis Bozorg (56059842200)","57217359651; 57214865196; 7801672225; 57211720315; 57205135543; 56059842200","Frequency Fitting Optimization Using Evolutionary Algorithm in Cochlear Implant Users with Bimodal Binaural Hearing","2022","Brain Sciences","12","2","253","","","","4","10.3390/brainsci12020253","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125578172&doi=10.3390%2fbrainsci12020253&partnerID=40&md5=32068d342b63bea0a4a836bebe20fb1a","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85125578172"
"Wang L.; Noordanus E.; Van Opstal A.J.","Wang, Lei (58881149600); Noordanus, Elisabeth (57221737309); Van Opstal, Adrianus Johannes (7003413417)","58881149600; 57221737309; 7003413417","Towards Real-Time Detection of Auditory Steady-State Responses: A Comparative Study","2021","IEEE Access","9","","9496646","108975","108991","16","2","10.1109/ACCESS.2021.3100157","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112607982&doi=10.1109%2fACCESS.2021.3100157&partnerID=40&md5=a16ae515bba627cd2f97a17c3575bd0e","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85112607982"
"Lee E.; Bang Y.; Yoon I.-Y.; Choi H.-Y.","Lee, Eunyoung (57225886044); Bang, Youngrong (56310359400); Yoon, In-Young (7004877928); Choi, Ha-Yun (57206007034)","57225886044; 56310359400; 7004877928; 57206007034","Entrapment of Binaural Auditory Beats in Subjects with Symptoms of Insomnia","2022","Brain Sciences","12","3","339","","","","7","10.3390/brainsci12030339","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126621725&doi=10.3390%2fbrainsci12030339&partnerID=40&md5=5fb31589366925e6fa05645c8281b241","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85126621725"
"Mahesan D.; Janczyk M.; Fischer R.","Mahesan, Devu (57191753693); Janczyk, Markus (33367581100); Fischer, Rico (7403086851)","57191753693; 33367581100; 7403086851","Two types of between-task conflict trigger respective processing adjustments within one dual-task","2021","Acta Psychologica","221","","103450","","","","4","10.1016/j.actpsy.2021.103450","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119442238&doi=10.1016%2fj.actpsy.2021.103450&partnerID=40&md5=59b8e72c763f60c7751dde2a45ea6ed1","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85119442238"
"Kaplan E.C.; Wagner A.E.; Toffanin P.; Başkent D.","Kaplan, Elif Canseza (57221514334); Wagner, Anita E. (37022155400); Toffanin, Paolo (24336504000); Başkent, Deniz (6602445586)","57221514334; 37022155400; 24336504000; 6602445586","Do Musicians and Non-musicians Differ in Speech-on-Speech Processing?","2021","Frontiers in Psychology","12","","623787","","","","7","10.3389/fpsyg.2021.623787","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101919709&doi=10.3389%2ffpsyg.2021.623787&partnerID=40&md5=f607788810c041f8b5e5339c34cb8e8a","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85101919709"
"Zambrana-Vinaroz D.; Vicente-Samper J.M.; Sabater-Navarro J.M.","Zambrana-Vinaroz, David (57210574736); Vicente-Samper, Jose Maria (57194556748); Sabater-Navarro, Jose Maria (7005856468)","57210574736; 57194556748; 7005856468","Validation of Continuous Monitoring System for Epileptic Users in Outpatient Settings","2022","Sensors","22","8","2900","","","","7","10.3390/s22082900","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127951618&doi=10.3390%2fs22082900&partnerID=40&md5=777f3dc6ec3dfe17e0cd24d44c592393","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85127951618"
"Grent-‘t-Jong T.; Gajwani R.; Gross J.; Gumley A.I.; Krishnadas R.; Lawrie S.M.; Schwannauer M.; Schultze-Lutter F.; Uhlhaas P.J.","Grent-‘t-Jong, Tineke (6506241717); Gajwani, Ruchika (55846191600); Gross, Joachim (7402752222); Gumley, Andrew I. (6602499707); Krishnadas, Rajeev (21743072300); Lawrie, Stephen M. (7006525184); Schwannauer, Matthias (8410747700); Schultze-Lutter, Frauke (6602139887); Uhlhaas, Peter J. (8081711400)","6506241717; 55846191600; 7402752222; 6602499707; 21743072300; 7006525184; 8410747700; 6602139887; 8081711400","40-Hz Auditory Steady-State Responses Characterize Circuit Dysfunctions and Predict Clinical Outcomes in Clinical High-Risk for Psychosis Participants: A Magnetoencephalography Study","2021","Biological Psychiatry","90","6","","419","429","10","40","10.1016/j.biopsych.2021.03.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108566600&doi=10.1016%2fj.biopsych.2021.03.018&partnerID=40&md5=8a4d7d9a01e795088a3bd40fc56ff562","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85108566600"
"de Fleurian R.; Pearce M.T.","de Fleurian, Rémi (57193931152); Pearce, Marcus T. (8674558800)","57193931152; 8674558800","Chills in Music: A Systematic Review","2021","Psychological Bulletin","147","9","","890","920","30","15","10.1037/bul0000341","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123509479&doi=10.1037%2fbul0000341&partnerID=40&md5=663e8796859a1b599fb83a78057f11a9","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85123509479"
